ModelName,CPUUsage,RAMUsage,Temperature,Voltage,DiskUsage,FanSpeed,ProblemDetected
Dell OptiPlex 7090,80.66,90.73,53.67,12.03,15.48,2146,Memory Leak
HP EliteDesk 800 G6,67.19,52.21,98.31,12.22,23.03,4362,Overheating
HP EliteDesk 800 G6,26.13,61.68,59.8,11.97,86.75,2831,Disk Failure
Dell OptiPlex 7090,62.58,60.72,62.9,12.23,82.7,2287,Disk Failure
Lenovo ThinkCentre M90q,42.71,60.5,65.23,11.94,96.68,2222,Disk Failure
Dell Precision 3650,62.22,45.56,79.18,11.12,48.22,4189,Power Issue
Dell OptiPlex 7090,14.92,51.78,52.08,12.15,88.72,3307,Disk Failure
HP EliteDesk 800 G6,3.98,62.96,89.27,13.81,43.6,2297,Power Issue
HP EliteDesk 800 G6,72.86,92.05,55.1,12.46,31.35,2959,Memory Leak
Dell OptiPlex 7090,78.86,94.8,68.16,11.77,51.47,4105,Memory Leak
Lenovo ThinkCentre M90q,47.26,27.89,57.38,12.61,74.45,2850,Disk Failure
Dell Precision 3650,35.96,54.49,72.32,12.85,19.83,1439,Power Issue
HP EliteDesk 800 G6,3.0,62.52,67.56,10.24,43.44,2758,Power Issue
Dell Precision 3650,55.29,94.61,54.89,12.42,10.17,3577,Memory Leak
Dell Precision 3650,35.61,39.03,45.46,12.33,100.0,2400,Disk Failure
Dell Precision 3650,50.07,20.0,105.73,12.13,21.25,7000,Overheating
Dell Precision 3650,47.29,94.9,75.05,12.05,41.75,3742,Memory Leak
Dell Precision 3650,79.01,99.28,78.61,12.4,48.92,2767,Memory Leak
HP Z2 G8,64.0,82.62,65.5,11.68,43.76,4582,Memory Leak
Dell Precision 3650,30.56,63.35,49.41,11.87,91.08,3826,Disk Failure
HP EliteDesk 800 G6,55.39,59.98,68.79,11.79,57.33,2364,Disk Failure
HP Z2 G8,81.39,51.05,88.17,11.96,61.1,4780,Overheating
Lenovo ThinkCentre M90q,75.62,81.4,59.62,11.93,65.0,3236,Memory Leak
HP Z2 G8,24.93,47.82,65.21,11.79,49.73,2913,Power Issue
HP EliteDesk 800 G6,66.93,99.82,62.96,11.72,39.4,2601,Memory Leak
Dell Precision 3650,62.25,77.58,83.95,12.27,33.86,1858,Memory Leak
HP EliteDesk 800 G6,24.93,37.11,51.75,12.05,82.0,2449,No Problem
Dell Precision 3650,44.75,44.29,60.27,12.19,91.4,2628,Disk Failure
HP EliteDesk 800 G6,83.96,63.04,81.17,12.36,31.9,4558,Overheating
HP Z2 G8,64.65,70.82,91.29,11.99,51.27,1929,Overheating
HP Z2 G8,28.47,39.47,50.87,12.0,77.52,2155,Disk Failure
Dell Precision 3650,61.17,93.28,65.89,12.16,66.83,4310,Memory Leak
Lenovo ThinkCentre M90q,52.93,63.64,66.01,12.03,94.35,2050,Disk Failure
Dell Precision 3650,30.03,8.0,60.13,11.77,36.75,2390,No Problem
HP EliteDesk 800 G6,5.95,62.73,47.86,12.08,45.1,1919,No Problem
Dell Precision 3650,59.91,76.35,73.41,11.32,67.59,5426,Overheating
Dell OptiPlex 7090,43.69,40.67,48.07,12.08,56.96,2442,No Problem
Lenovo ThinkCentre M90q,56.26,52.18,60.65,15.24,48.92,3112,Power Issue
Lenovo ThinkCentre M90q,67.77,26.56,57.77,12.36,62.5,3794,Disk Failure
Lenovo ThinkCentre M90q,75.16,40.9,52.56,12.27,96.55,3391,Disk Failure
Dell OptiPlex 7090,94.31,69.21,107.62,11.44,68.87,1286,Overheating
HP Z2 G8,73.93,86.89,75.68,12.22,30.75,2665,Memory Leak
HP Z2 G8,72.91,90.61,51.12,12.14,68.29,3182,Memory Leak
HP Z2 G8,77.75,64.49,57.99,14.44,23.39,3335,Power Issue
HP Z2 G8,69.32,54.49,72.0,12.17,74.53,2214,Overheating
Dell Precision 3650,83.91,84.92,74.55,11.46,57.87,2958,Memory Leak
Dell Precision 3650,77.25,82.34,96.13,11.83,32.28,4863,Overheating
HP Z2 G8,92.38,53.88,95.42,11.96,54.65,3668,Overheating
HP EliteDesk 800 G6,51.13,92.09,66.26,12.0,60.82,1887,Memory Leak
HP EliteDesk 800 G6,39.93,55.3,50.88,12.02,55.28,2769,No Problem
Dell Precision 3650,73.76,59.79,48.14,13.66,35.81,3036,Power Issue
Dell OptiPlex 7090,41.67,33.49,49.27,10.11,70.55,2171,Power Issue
Dell Precision 3650,54.37,44.03,49.86,10.93,54.81,2256,Power Issue
Dell OptiPlex 7090,44.02,93.44,69.12,11.81,45.97,3106,Memory Leak
HP EliteDesk 800 G6,56.77,27.17,41.92,12.19,74.83,1638,No Problem
Lenovo ThinkCentre M90q,62.45,64.99,32.53,13.57,71.49,3091,Power Issue
HP EliteDesk 800 G6,30.14,20.73,49.03,11.81,53.1,1886,No Problem
Lenovo ThinkCentre M90q,30.86,86.64,53.29,11.83,51.99,3071,Memory Leak
Dell OptiPlex 7090,28.92,31.71,49.17,11.91,44.0,2223,No Problem
Dell Precision 3650,60.59,100.0,72.6,12.02,58.92,2121,Memory Leak
Dell OptiPlex 7090,41.83,68.65,51.74,12.45,92.63,2498,Disk Failure
HP EliteDesk 800 G6,34.92,16.45,55.5,12.8,98.47,2536,Disk Failure
Lenovo ThinkCentre M90q,51.31,64.66,69.23,11.14,59.97,2084,Power Issue
Dell OptiPlex 7090,40.51,38.81,43.44,12.06,100.0,2349,Disk Failure
Dell Precision 3650,14.3,59.33,50.3,11.6,89.61,1365,Disk Failure
Lenovo ThinkCentre M90q,19.21,58.5,28.15,11.52,36.12,2249,No Problem
Dell OptiPlex 7090,55.8,73.92,52.25,11.71,30.51,3667,Power Issue
Lenovo ThinkCentre M90q,38.48,54.44,61.01,11.72,86.65,2819,Disk Failure
Dell Precision 3650,32.18,43.3,36.46,12.4,36.68,2591,No Problem
HP EliteDesk 800 G6,28.39,48.75,52.62,12.14,32.68,2350,No Problem
Dell OptiPlex 7090,23.31,53.5,51.58,12.85,18.91,3329,Power Issue
HP Z2 G8,94.19,86.92,72.0,11.69,49.4,4917,Overheating
Dell Precision 3650,37.72,22.04,57.36,14.03,61.81,1543,Power Issue
HP EliteDesk 800 G6,82.44,57.93,75.33,11.84,55.41,1474,Overheating
Lenovo ThinkCentre M90q,35.52,62.88,65.36,12.18,86.38,3090,Disk Failure
Lenovo ThinkCentre M90q,51.98,24.83,80.56,12.1,39.85,4229,Overheating
HP EliteDesk 800 G6,31.21,33.2,30.29,11.46,67.79,1634,No Problem
HP Z2 G8,57.74,61.5,95.0,9.19,67.66,1693,Power Issue
HP EliteDesk 800 G6,71.24,41.72,64.45,11.98,68.7,2457,Disk Failure
HP EliteDesk 800 G6,57.79,88.7,63.41,12.13,92.28,2588,Disk Failure
Lenovo ThinkCentre M90q,5.0,23.58,44.27,11.95,53.91,1614,No Problem
Lenovo ThinkCentre M90q,65.52,80.63,97.51,11.72,24.12,4054,Overheating
Lenovo ThinkCentre M90q,47.38,33.53,72.39,11.37,40.03,1805,Power Issue
HP Z2 G8,72.42,61.29,93.35,11.81,81.97,4104,Overheating
HP Z2 G8,44.53,100.0,61.08,11.63,29.08,3829,Memory Leak
HP Z2 G8,40.43,49.36,36.87,11.69,27.51,2211,No Problem
Dell Precision 3650,47.31,39.79,46.37,12.15,50.06,2660,No Problem
Dell Precision 3650,61.49,97.07,60.84,12.23,59.64,2909,Memory Leak
Dell OptiPlex 7090,100.0,49.63,88.66,12.04,64.01,1976,Overheating
Lenovo ThinkCentre M90q,72.32,100.0,58.26,12.12,49.39,2662,Memory Leak
Dell OptiPlex 7090,55.58,54.31,70.1,11.78,66.28,2791,Disk Failure
HP Z2 G8,78.25,38.24,58.04,12.22,55.54,1652,Disk Failure
HP Z2 G8,65.45,84.31,54.96,12.37,56.62,2627,Memory Leak
Dell Precision 3650,69.17,85.57,47.25,12.06,67.5,3464,Memory Leak
Lenovo ThinkCentre M90q,18.29,84.02,43.5,12.82,44.88,2980,Power Issue
HP Z2 G8,40.79,45.04,48.19,12.07,5.0,3386,No Problem
Dell Precision 3650,86.63,81.02,125.0,12.32,63.33,1400,Overheating
Dell OptiPlex 7090,44.22,48.38,48.31,11.7,93.96,2898,Disk Failure
Dell Precision 3650,51.31,40.53,50.22,12.63,84.22,1772,Disk Failure
Dell Precision 3650,44.84,59.52,42.74,8.52,33.58,5010,Power Issue
HP Z2 G8,32.23,39.87,68.84,12.16,92.45,2232,Disk Failure
HP EliteDesk 800 G6,51.13,58.21,47.63,14.67,46.86,2512,Power Issue
Lenovo ThinkCentre M90q,36.37,45.44,48.92,12.01,48.91,2112,No Problem
HP EliteDesk 800 G6,3.0,20.91,41.62,14.6,58.22,4225,Power Issue
Dell Precision 3650,61.1,83.55,66.81,14.89,23.83,3121,Power Issue
HP EliteDesk 800 G6,61.67,48.09,97.07,11.66,40.71,5400,Overheating
HP EliteDesk 800 G6,36.85,17.88,52.24,11.91,20.51,2187,Power Issue
Dell Precision 3650,15.33,57.06,61.28,11.92,89.77,2992,Disk Failure
Lenovo ThinkCentre M90q,85.11,48.67,48.49,9.55,71.93,1716,Power Issue
Dell Precision 3650,41.64,41.86,52.37,16.01,95.92,1811,Power Issue
HP EliteDesk 800 G6,66.86,67.95,80.24,12.0,5.0,5503,Overheating
Dell Precision 3650,72.42,97.35,77.02,12.28,61.79,3340,Memory Leak
Dell OptiPlex 7090,43.44,30.59,51.86,11.65,83.28,2842,Disk Failure
HP EliteDesk 800 G6,100.0,100.0,59.53,11.92,73.69,2685,Memory Leak
HP EliteDesk 800 G6,65.35,58.99,92.64,12.0,58.75,5448,Overheating
HP EliteDesk 800 G6,19.39,42.09,45.83,11.57,17.6,1864,No Problem
HP EliteDesk 800 G6,52.72,91.43,65.04,12.57,67.42,4113,Memory Leak
Dell Precision 3650,94.76,61.09,98.52,11.94,23.95,5573,Overheating
HP EliteDesk 800 G6,60.43,77.16,43.92,10.95,42.97,2751,Power Issue
Dell OptiPlex 7090,62.97,52.13,61.91,12.02,99.61,2761,Disk Failure
Dell Precision 3650,16.76,21.33,49.01,12.0,46.22,2410,No Problem
Dell OptiPlex 7090,70.75,85.93,72.0,12.72,52.85,6327,Overheating
Lenovo ThinkCentre M90q,56.57,78.25,50.69,15.08,3.0,1954,Power Issue
HP EliteDesk 800 G6,38.48,53.1,54.37,11.84,47.49,1960,No Problem
Dell OptiPlex 7090,51.69,22.16,38.98,11.87,60.43,1942,No Problem
Dell Precision 3650,35.42,64.72,66.06,12.24,76.09,2176,Disk Failure
HP Z2 G8,37.56,25.31,76.73,15.56,38.92,1661,Power Issue
Lenovo ThinkCentre M90q,71.74,25.31,84.74,11.53,22.33,4851,Overheating
Dell OptiPlex 7090,50.05,79.13,50.79,12.21,84.83,1533,Disk Failure
HP EliteDesk 800 G6,57.87,88.53,52.1,10.68,75.15,2416,Power Issue
Dell OptiPlex 7090,72.65,85.94,44.49,12.19,26.13,3583,Memory Leak
Dell OptiPlex 7090,41.03,31.58,63.06,15.18,38.98,1679,Power Issue
Dell OptiPlex 7090,69.05,78.68,83.69,11.56,56.77,5534,Overheating
Dell OptiPlex 7090,96.35,91.02,46.76,12.18,48.53,3534,Memory Leak
Lenovo ThinkCentre M90q,54.93,26.88,54.63,11.86,40.71,1895,No Problem
Dell Precision 3650,45.63,45.81,41.36,10.63,58.75,3209,Power Issue
HP Z2 G8,25.29,95.0,59.58,11.87,76.38,2209,Disk Failure
Lenovo ThinkCentre M90q,33.98,25.28,46.24,11.65,56.52,2293,No Problem
HP EliteDesk 800 G6,64.32,26.63,68.09,11.99,100.0,2498,Disk Failure
Dell OptiPlex 7090,43.38,28.81,50.08,12.11,5.0,2344,No Problem
HP Z2 G8,64.83,37.41,57.27,12.35,58.77,1988,Power Issue
Lenovo ThinkCentre M90q,39.7,90.13,80.14,12.06,46.6,3569,Memory Leak
HP Z2 G8,45.53,63.44,37.73,11.67,78.0,2902,Disk Failure
HP Z2 G8,23.16,43.63,60.69,12.26,95.17,2506,Disk Failure
HP EliteDesk 800 G6,47.19,25.45,41.03,12.34,85.97,2692,Disk Failure
HP EliteDesk 800 G6,74.68,46.81,101.83,11.58,71.24,5019,Overheating
